超清精彩0610,#genre#
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226249/index.m3u8?fmt=ts2hls
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226250/index.m3u8?fmt=ts2hls
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226253/index.m3u8?fmt=ts2hls
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225644/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226252/index.m3u8?fmt=ts2hls
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV13 4M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hls
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV兵器科技,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226321/2/index.m3u8?fmt=ts2hls$1080p
CCTV第一剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226284/2/index.m3u8?fmt=ts2hls$1080p
CCTV电视指南,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226359/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226315/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226287/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云足球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226302/2/index.m3u8?fmt=ts2hls$1080p
CCTV高尔夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226299/2/index.m3u8?fmt=ts2hls$1080p
CCTV怀旧剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226318/2/index.m3u8?fmt=ts2hls$1080p
CCTV精品,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226296/2/index.m3u8?fmt=ts2hls$1080p
CCTV女性时尚,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226293/2/index.m3u8?fmt=ts2hls$1080p
CCTV世界地理,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226290/2/index.m3u8?fmt=ts2hls$1080p
CCTV台球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226339/2/index.m3u8?fmt=ts2hls$1080p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225661/index.m3u8$1080p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225563/2/index.m3u8?fmt=ts2hls$576p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls$1080p
CETV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226242/index.m3u8$576p
CETV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226350/2/index.m3u8?fmt=ts2hls$576p
CETV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225937/index.m3u8$576p
CETV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225969/2/index.m3u8?fmt=ts2hls$576p

兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226395/2/index.m3u8?fmt=ts2hls$1080p
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226200/index.m3u8
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226395/index.m3u8
江西教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
中国教育1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/index.m3u8?fmt=ts2hls
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225489/index.m3u8?fmt=ts2hls
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225659/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
四川卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/index.m3u8?fmt=ts2hls
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225691/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225697/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225488/index.m3u8?fmt=ts2hls
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225702/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225492/index.m3u8?fmt=ts2hls
河北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225491/index.m3u8?fmt=ts2hls
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/index.m3u8?fmt=ts2hls
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225598/index.m3u8?fmt=ts2hls
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225596/index.m3u8?fmt=ts2hls
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
贵州卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225601/index.m3u8?fmt=ts2hls
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225612/index.m3u8?fmt=ts2hls
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/index.m3u8?fmt=ts2hls
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8

北京冬奥纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225675/index.m3u8
北京冬奥纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225676/index.m3u8

数字频道,#genre#
NewTV东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
NewTV中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8
NewTV军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
NewTV军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8
NewTV农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8
NewTV古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8
NewTV明星大片,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
NewTV海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8
NewTV潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
NewTV炫舞未来,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225707/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
NewTV精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225765/index.m3u8
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225768/index.m3u8
NewTV金牌综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225711/index.m3u8

测试频道,#genre#
测试,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226397/index.m3u8$1080p
测试2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226436/index.m3u8$1080p
测试3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226450/index.m3u8$1080p
测试4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226462/index.m3u8$1080p
测试5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226444/index.m3u8$1080p
未知2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8$1080p
未知3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8$1080p
未知5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8$1080p
未知6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226445/index.m3u8$1080p

江西电信自建,#genre#
湖南卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.43:5140
深圳卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.57:5140
CCTV16,http://publiciptv.dynv6.net:12345/udp/239.252.219.59:5140
CCTV-4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.60:5140
广东卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.63:5140
四川卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.119:5140
山东卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.120:5140
爱上4K,http://publiciptv.dynv6.net:12345/udp/239.252.220.212:5140
翡翠台,http://129.211.14.102:25000/fct.m3u8
明珠台,http://129.211.14.102:25000/mzt.m3u8
CCTV1HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.200:5140
CCTV2HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.183:5140
CCTV3HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.193:5140
CCTV3HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.252:5140
CCTV4HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.184:5140
CCTV4HD欧洲,http://publiciptv.dynv6.net:12345/udp/239.252.219.192:5140
CCTV4HD美洲,http://publiciptv.dynv6.net:12345/udp/239.252.219.193:5140
CCTV5HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.198:5140
CCTV5+HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.72:5140
CCTV5HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.236:5140
CCTV6HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.195:5140
CCTV6HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.237:5140
CCTV7HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.185:5140
CCTV8HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.196:5140
CCTV8HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.253:5140
CCTV9HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.186:5140
CCTV10HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.91:5140
CCTV11HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.78:5140
CCTV12HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.187:5140
CCTV13HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.139:5140
CCTV14HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.92:5140
CCTV15HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.79:5140
CCTV17HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.192:5140
CCTV1,http://publiciptv.dynv6.net:12345/udp/239.252.219.10:5140
CGTN,http://publiciptv.dynv6.net:12345/udp/239.252.220.150:5140
CGTN俄语,http://publiciptv.dynv6.net:12345/udp/239.252.219.67:5140
CGTN法语,http://publiciptv.dynv6.net:12345/udp/239.252.219.65:5140
CGTN英文纪录,http://publiciptv.dynv6.net:12345/udp/239.252.219.195:5140
CGTN英语,http://publiciptv.dynv6.net:12345/udp/239.252.219.194:5140
CGTN西班牙语,http://publiciptv.dynv6.net:12345/udp/239.252.219.196:5140
CGTN阿拉伯语,http://publiciptv.dynv6.net:12345/udp/239.252.219.66:5140
世界地理HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.93:5140
兵器科技HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.98:5140
央视台球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.80:5140
央视精品HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.81:5140
女性时尚HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.94:5140
怀旧剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.90:5140
电视指南HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.97:5140
第一剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.86:5140
风云剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.89:5140
风云足球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.96:5140
风云音乐HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.87:5140
高尔夫网球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.95:5140
中国天气,http://publiciptv.dynv6.net:12345/udp/239.252.219.143:5140
CETV1HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.198:5140
CETV2,http://publiciptv.dynv6.net:12345/udp/239.252.219.73:5140
CETV4,http://publiciptv.dynv6.net:12345/udp/239.252.219.169:5140
CHC动作电影,http://publiciptv.dynv6.net:12345/udp/239.252.219.85:5140
CHC家庭影院,http://publiciptv.dynv6.net:12345/udp/239.252.219.84:5140
CHCHD电影,http://publiciptv.dynv6.net:12345/udp/239.252.219.83:5140
法治01CCTV,http://publiciptv.dynv6.net:12345/udp/239.252.220.74:5140
相声小品11台,http://publiciptv.dynv6.net:12345/udp/239.252.220.146:5140
碟战剧场华数,http://publiciptv.dynv6.net:12345/udp/239.252.220.145:5140
野外10科教,http://publiciptv.dynv6.net:12345/udp/239.252.220.73:5140
军事,http://publiciptv.dynv6.net:12345/udp/239.252.220.206:5140
军旅剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.76:5140
古装剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.77:5140
喜剧影院,http://publiciptv.dynv6.net:12345/udp/239.252.220.79:5140
城市剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.75:5140
