超清精彩0612,#genre#
CCTV4欧洲,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226361/2/index.m3u8?fmt=ts2hls$1080p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8$1080p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8$1080p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225648/index.m3u8$720p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8$1080p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226459/index.m3u8$1080p
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226259/2/index.m3u8?fmt=ts2hls$1080p
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8$720p
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8$1080p
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226354/2/index.m3u8?fmt=ts2hls$1080p
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8$1080p
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8$720p
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226255/2/index.m3u8?fmt=ts2hls$1080p
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8$1080p
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225644/index.m3u8$1080p
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226280/index.m3u8$1080p
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/2/index.m3u8?fmt=ts2hls$1080p
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8$1080p
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225635/index.m3u8$720p
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226258/2/index.m3u8?fmt=ts2hls$1080p
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8$1080p
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8$1080p
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226257/index.m3u8$1080p
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226357/2/index.m3u8?fmt=ts2hls$1080p
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8$1080p
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8$1080p
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226264/index.m3u8$1080p
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/2/index.m3u8?fmt=ts2hls$1080p
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8$1080p
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226283/index.m3u8$1080p
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226320/index.m3u8$1080p
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226349/2/index.m3u8?fmt=ts2hls$1080p
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225629/index.m3u8$1080p
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8$1080p
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226267/index.m3u8$1080p
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/2/index.m3u8?fmt=ts2hls$1080p
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8$1080p
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226286/index.m3u8$1080p
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226343/index.m3u8$1080p
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226329/2/index.m3u8?fmt=ts2hls$1080p
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8$1080p
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8$1080p
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226289/index.m3u8$1080p
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/2/index.m3u8?fmt=ts2hls$1080p
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8$1080p
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226292/index.m3u8$1080p
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226342/index.m3u8$1080p
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226332/2/index.m3u8?fmt=ts2hls$1080p
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226230/index.m3u8$1080p
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8$1080p
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226236/2/index.m3u8?fmt=ts2hls$2160p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8$1080p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8$1080p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8$1080p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226270/index.m3u8$1080p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226345/index.m3u8$1080p
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226335/2/index.m3u8?fmt=ts2hls$1080p
CCTV第一剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226284/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226315/2/index.m3u8?fmt=ts2hls$1080p
CCTV怀旧剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226318/2/index.m3u8?fmt=ts2hls$1080p
CCTV文化精品,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226296/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226287/2/index.m3u8?fmt=ts2hls$1080p
CCTV风云足球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226302/2/index.m3u8?fmt=ts2hls$1080p
CCTV高尔夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226299/2/index.m3u8?fmt=ts2hls$1080p
CCTV女性时尚,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226293/2/index.m3u8?fmt=ts2hls$1080p
CCTV世界地理,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226290/2/index.m3u8?fmt=ts2hls$1080p
CCTV台球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226339/2/index.m3u8?fmt=ts2hls$1080p
CCTV兵器科技,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226321/2/index.m3u8?fmt=ts2hls$1080p
CCTV电视指南,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226359/2/index.m3u8?fmt=ts2hls$1080p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225661/index.m3u8$1080p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225563/2/index.m3u8?fmt=ts2hls$576p
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls$1080p
CETV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226242/index.m3u8$576p
CETV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226350/2/index.m3u8?fmt=ts2hls$576p
CETV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225937/index.m3u8$576p
CETV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225969/2/index.m3u8?fmt=ts2hls$576p
CGTN,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226369/2/index.m3u8?fmt=ts2hls$1080p
CGTN,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225747/index.m3u8$576p
CGTN,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226347/2/index.m3u8?fmt=ts2hls$576p
CGTN-阿拉伯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226364/2/index.m3u8?fmt=ts2hls$1080p
CGTN-阿拉伯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226279/index.m3u8$576p
CGTN-英语记录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226341/2/index.m3u8?fmt=ts2hls$1080p
CGTN-英语记录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226260/index.m3u8$576p
CGTN-英语记录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225645/index.m3u8$576p
CGTN-西班牙,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226372/2/index.m3u8?fmt=ts2hls$1080p
CGTN-西班牙,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226273/index.m3u8$576p
CGTN-法语,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226344/2/index.m3u8?fmt=ts2hls$1080p
CGTN-法语,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226276/index.m3u8$576p
CGTN-俄语,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226367/2/index.m3u8?fmt=ts2hls$1080p
CGTN-俄语,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226282/index.m3u8$576p

地方卫视,#genre#
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8$1080p
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8$720p
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/2/index.m3u8?fmt=ts2hls$1080p
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226200/index.m3u8$576p
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225530/2/index.m3u8?fmt=ts2hls$576p
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226395/2/index.m3u8?fmt=ts2hls$1080p
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225691/index.m3u8$1080p
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8$1080p
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226352/2/index.m3u8?fmt=ts2hls$1080p
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8$720p
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225659/index.m3u8$1080p
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225489/2/index.m3u8?fmt=ts2hls$1080p
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8$1080p
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226326/index.m3u8$1080p
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/2/index.m3u8?fmt=ts2hls$1080p
甘肃卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225724/index.m3u8$1080p
甘肃卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226358/2/index.m3u8?fmt=ts2hls$1080p
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8$1080p
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8$720p
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/2/index.m3u8?fmt=ts2hls$1080p
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225731/index.m3u8$1080p
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls$1080p
贵州卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225728/index.m3u8$1080p
贵州卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225483/2/index.m3u8?fmt=ts2hls$1080p
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225722/index.m3u8$1080p
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/2/index.m3u8?fmt=ts2hls$1080p
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226413/2/index.m3u8?fmt=ts2hls$1080p
河北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225732/index.m3u8$1080p
河北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/2/index.m3u8?fmt=ts2hls$1080p
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226196/index.m3u8$576p
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls$1080p
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8$1080p
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8$720p
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/2/index.m3u8?fmt=ts2hls$1080p
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8$1080p
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8$720p
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225596/2/index.m3u8?fmt=ts2hls$1080p
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8$1080p
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8$720p
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/2/index.m3u8?fmt=ts2hls$1080p
吉林卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225680/index.m3u8$1080p
吉林卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226355/2/index.m3u8?fmt=ts2hls$1080p
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225702/index.m3u8$1080p
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8$720p
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225488/2/index.m3u8?fmt=ts2hls$1080p
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8$1080p
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8$1080p
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225492/2/index.m3u8?fmt=ts2hls$1080p
康巴卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226263/index.m3u8$576p
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8$1080p
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8$1080p
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225601/2/index.m3u8?fmt=ts2hls$1080p
内蒙古卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225667/index.m3u8$1080p
内蒙古卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225533/2/index.m3u8?fmt=ts2hls$576p
宁夏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225726/index.m3u8$576p
宁夏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225535/2/index.m3u8?fmt=ts2hls$576p
宁夏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226426/2/index.m3u8?fmt=ts2hls$1080p
农林卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226204/index.m3u8$576p
青海卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225727/index.m3u8$1080p
青海卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225546/2/index.m3u8?fmt=ts2hls$576p
三沙卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226356/2/index.m3u8?fmt=ts2hls$576p
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8$576p
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226375/2/index.m3u8?fmt=ts2hls$576p
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225697/index.m3u8$1080p
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8$720p
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/2/index.m3u8?fmt=ts2hls$1080p
山西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225730/index.m3u8$576p
山西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225549/2/index.m3u8?fmt=ts2hls$576p
陕西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225729/index.m3u8$1080p
陕西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225531/2/index.m3u8?fmt=ts2hls$576p
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8$1080p
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8$720p
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225598/2/index.m3u8?fmt=ts2hls$1080p
四川卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225733/index.m3u8$1080p
四川卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225487/2/index.m3u8?fmt=ts2hls$1080p
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8$1080p
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8$720p
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/2/index.m3u8?fmt=ts2hls$1080p
西藏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225723/index.m3u8$576p
西藏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225562/2/index.m3u8?fmt=ts2hls$576p
西藏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226392/2/index.m3u8?fmt=ts2hls$1080p
新疆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225725/index.m3u8$1080p
新疆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225534/2/index.m3u8?fmt=ts2hls$576p
新疆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226418/2/index.m3u8?fmt=ts2hls$1080p
云南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225664/index.m3u8$1080p
云南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226351/2/index.m3u8?fmt=ts2hls$1080p
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8$1080p
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8$720p
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225491/2/index.m3u8?fmt=ts2hls$1080p
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8$1080p
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8$1080p
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225612/2/index.m3u8?fmt=ts2hls$1080p
中国天气,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226334/2/index.m3u8?fmt=ts2hls$1080p

地方台,#genre#
北京纪实科教,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225675/index.m3u8$1080p
北京纪实科教,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225676/index.m3u8$1080p
北京纪实科教,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226365/2/index.m3u8?fmt=ts2hls$1080p
赣州经济,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226412/2/index.m3u8?fmt=ts2hls$1080p
赣州新闻综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226408/2/index.m3u8?fmt=ts2hls$1080p
江西2都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/2/index.m3u8?fmt=ts2hls$1080p
